title,keywords,journal,authors,abstract
experimental island invasion of house mice,bottleneck; carrying capacity; founder; incursion; logistic; mus musculus,POPULATION ECOLOGY,NATHAN HW;CLOUT MN;MACKAY JWB;MURPHY EC;RUSSELL JC,"the ability of invasive species to recurrently establish populations from small numbers of founders, while threatened species struggle at the same low population sizes, is a paradox in conservation biology. little is known about the mechanisms contributing to the post-arrival success of low density invasive populations as most invasive species research focuses on established, high density populations. experimental studies are powerful, but generally limited to laboratory or invertebrate experiments. here, we experimentally demonstrate that vertebrate mammal invasion from a very small (n = 2) number of founders follows relatively simple deterministic predictions. an intentional island invasion of introduced house mice (mus musculus linnaeus) from one founding pair closely tracked the density dependent logistic growth curve and reached the seasonal carrying capacity of a previously extant population in only 5 months. carrying capacity reflected both density dependent and independent processes. in contrast to the previously incumbent population, the invading population retained a marked genetic signal of its recent founder event, but the populations were otherwise demographically indistinguishable. stochastic events such as individual variability, supplemental immigration and ecological release, but not allee effects, played important roles during colonisation, but following establishment dynamics rapidly became deterministic, with little demographic impact of reduced genetic diversity. the small population paradigm appears to have little influence on the population dynamics of highly successful invasive species."
demography and mobility of three common understory butterfly species from tropical rain forest of papua new guinea,jolly-seber; lepidoptera; mark-release-recapture; melanesia; papilionoidea,POPULATION ECOLOGY,VLASANEK P;NOVOTNY V,"the mobility of butterflies determines their ability to find host plant species, and thus their potential host plant range, as well as their ability to maintain meta-populations in fragmented habitats. while butterfly movement has been extensively studied for temperate species, very little is known for tropical forest species. a mark-release-recapture study of the three most common butterfly species in the understory of a lowland primary rainforest in papua new guinea included 3,705, 394 and 317 marked individuals of danis danis, taenaris sp. and parthenos aspila respectively, with 1,031, 78 and 40 butterfly individuals recaptured at least once. over a period of 6 weeks there were almost 22,000 individuals belonging to these three species hatching within or entering our four study plots totaling 14.58 ha in area. the most abundant species, d. danis, with 20,000 individuals, showed highly variable population densities during the study. the residency time in the studied plots was highest for p. aspila (84 days), as individual butterflies stayed mostly in a single gap; we estimated that less than 1 % of individuals disperse 1 km or more. similar movement probability was found in d. danis whilst in taenaris sp., 10 % of the population disperses a parts per thousand yen1 km. movement distances of d. danis were more than sufficient to locate its host plant, derris elliptica, which occurred in 61 % of the 20 x 20 m subplots within a 50 ha plot. compared with temperate species, our three species have much longer life spans, but their movement patterns remain within the known mobility estimates of temperate species. the mobility of d. danis is close to the average for temperate lycaenidae, while taenaris sp. is more mobile and p. aspila less mobile than the mean for all temperate species."
abundance and demography of bottlenose dolphins inhabiting a subtropical estuary in the southwestern atlantic ocean,abundance; bottlenose dolphin; mark-recapture; power analysis; sex ratio; survival; tursiops truncatus,JOURNAL OF MAMMALOGY,FRUET PF;DAURA JORGE FG;MOLLER LM;GENOVES RC;SECCHI ER,"we conducted a mark-recapture (mr) analysis from 8 years (2005-2012) of photo-identification data collected systematically to investigate demographic parameters of a community of bottlenose dolphins (tursiops truncatus) inhabiting the patos lagoon estuary and adjacent marine coast in southern brazil. under the most parsimonious model of pollock's robust design, which disregarded the effects of temporary emigration, the estimate of annual apparent survival was higher for adult females (0.97, 95% ci: 0.91-0.99) than for adult males (0.88, 95% ci: 0.75-0.94) and juveniles (0.83, 95% ci: 0.64-0.93), which may explain an observed bias in sex ratio (1 male:2 females) of known adult dolphins in this community. an increase in abundance of marked individuals was observed during the first 6 years of sampling when the number of new recruits surpassed mortality, followed by a remarkable decrease in the last 2 years when an inverse ratio of recruits/deaths occurred. yearly changes in abundance ((lambda) over cap (t)) varied from -0.1 to 0.07. total abundance estimates were highly precise (the highest coefficient of variation was 0.053) and did not exceed 88 individuals. abundance estimates were similar to a previous mr study conducted in the same area almost a decade earlier, suggesting a relative stable dolphin community over the last 14 years. the apparent stability in abundance, however, should be viewed with caution since this community would need a substantial mortality of at least 10% before a decline in abundance is detected with a desirable statistical power of 90%."
integrating citizen-science data with movement models to estimate the size of a migratory golden eagle population,aquila chrysaetos canadensis; citizen-science; golden eagle; hawk-count data; mark-recapture; raptor migration,BIOLOGICAL CONSERVATION,DENNHARDT AJ;DUERR AE;BRANDES D;KATZNER TE,"estimating population size is fundamental to conservation and management. population size is typically estimated using survey data, computer models, or both. some of the most extensive and often least expensive survey data are those collected by citizen-scientists. a challenge to citizen-scientists is that the vagility of many organisms can complicate data collection. as a result, animal-movement effects on data collection can adversely affect modeling of those data. thus, it would be helpful to develop methods that integrate citizen-science datasets with models that account for animal movement. we used hawk-count data collected by citizen-scientists to estimate the number of golden eagles (aquila chrysaetos canadensis) migrating through pennsylvania, usa. to do this, we designed a computer model to simulate migratory flights of eagles to estimate what proportion of the population is available (i.e., within visible range or close enough) to be counted at hawk-count sites in pennsylvania. we then conducted a multi-state mark-recapture analysis to estimate detection probability (i.e., the rate at which birds within visible range are observed) of migrating eagles. finally, we used availability rates and detection probabilities to adjust raw hawk-count data to produce estimates of population size. our models suggest that 24% (+/- 14; mean +/- se) of migrating golden eagles are available to be counted at hawk-count sites, and that 55% (+/- 1.6) of the available eagles are detected by hawk-count observers. we estimate that 5122 (+/- 1338) golden eagles migrate annually through pennsylvania. our analysis provides the first quantitative estimate of the size of the eastern golden eagle population, and we demonstrate the utility of one approach to use citizen-science data to address a pressing, conservation goal-population size estimation. (c) 2015 elsevier ltd. all rights reserved."
"watershed-scale effectiveness of floodplain habitat restoration for juvenile coho salmon in the chilliwack river, british columbia",NA,CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES,OGSTON L;GIDORA S;FOY M;ROSENFELD J,"although billions of dollars have been spent restoring degraded watersheds worldwide, watershed-scale studies evaluating their effectiveness are rare. to mitigate damage from past logging activities, the floodplain of the upper chilliwack river watershed (similar to 600 km(2)) was extensively restored from 1996 to 2000 through off-channel habitat restoration. the contribution of restored habitat to watershed-scale production of wild coho (oncorhynchus kisutch) smolts was estimated through an extensive mark-recapture program in 2002. 27%-34% of the production of the estimated 247 200 out-migrating coho smolts could be attributed to the 157 000 m(2) of newly created habitat. area-based habitat models from the literature performed reasonably well in predicting smolt production from restored habitat, providing an acceptable first-order approach for evaluating production benefits of restoration. the costs of smolt production integrated over 30 years ranged from us$0.69-us$10.05 per smolt, falling within the range of hatchery production costs reported elsewhere (typical cost of similar to us$1.00 per smolt) at the most cost-effective restoration sites. this study demonstrates that large-scale habitat restoration can effectively enhance fish production at a watershed scale, at a cost that may be comparable to hatchery smolt production."
predicting bobcat abundance at a landscape scale and evaluating occupancy as a density index in central wisconsin,bobcat; detection probability; distribution-density relationships; lynx rufus; population estimate; spatially explicit capture-recapture; trail cameras; wisconsin,JOURNAL OF WILDLIFE MANAGEMENT,CLARE JDJ;ANDERSON EM;MACFARLAND DM,"the abundance of low-density species like carnivores is logistically difficult to directly estimate at a meaningful scale. predictive distribution models are often used as a surrogate for density estimation. but because density can continue to increase as occupancy asymptotes at 1, occupancy may have little value as an index, and home range expansion in marginal habitat may further confound the association. we sought to estimate bobcat population size at a landscape scale (14,286km(2)) in central wisconsin, which provided an opportunity to relate predicted occurrence to individual space use and population density. we sampled bobcats using motion-sensitive trail cameras at 9 arrays across central wisconsin. we estimated bobcat site-specific occupancy, and regressed these estimates as linear or asymptotic functions of site-specific density to determine the strength and shape of their association. we subsequently modeled both parameters relative to habitat covariates and repeated the regression process. a linear functional relationship between density and occupancy was most supported when detection parameters were held constant (w(i)=0.97, r-2=0.72) and when detection, occurrence, and density were modeled as a function of habitat covariates (w(i)=0.99, r-2=0.95). this suggests that repeated presence-absence data alone may be an efficient and reliable method for inferring spatial patterns in bobcat density or identifying habitat types with greater density potential in the northern parts of its range. bobcat occupancy and density were both positively associated with surrounding woody cover and wetland edge density. our most supported spatially explicit capture-recapture model estimated bobcat abundance as 362 adult individuals (95% ci 272-490) across the study area. (c) 2015 the wildlife society."
dispersal and connectivity effects at different altitudes in the euphydryas aurinia complex,butterfly conservation; connectivity; emigration propensity; mark-recapture; species complex; virtual migration model,JOURNAL OF INSECT CONSERVATION,CASACCI LP;CERRATO C;BARBERO F;BOSSO L;GHIDOTTI S;PAVETO M;PESCE M;PLAZIO E;PANIZZA G;BALLETTO E;VITERBI R;BONELLI S,"across its european range, the euphydryas aurinia complex (annex ii of the habitats directive) includes a series of distinct populations. at least 3 taxa occur in italy, each showing slight morphological differences and distinct eco-ethological features. for the first time, we compared metapopulation dynamics of e. (a.) glaciegenita inhabiting a site in the nw alps (2,100-2,300 m) with e. (a.) provincialis occurring in the mediterranean biogeographical region in hilly dry grasslands (700 m). to describe patterns of dispersal, we applied the virtual migration model (vmm) to data collected using mark-release-recapture (mrr). we used parameters of survival and migration to explore metapopulation characteristics. in particular we investigated the relative role of connectivity and patch quality in affecting migration rates. we observed differences between the two metapopulation systems, with the ""alpine"" population occurring at higher altitude and in more open habitats, showing lower dispersal propensity. in contrast, even though the ""mediterranean"" population is more prone to disperse, migration appears to have higher costs. dispersal abilities affect metapopulation dynamics, which are at the basis of long-term perspectives of survival for butterfly populations. we discuss our results in the framework of conservation and management options for habitats occupied by these italian taxa of the e. aurinia complex."
estimating population density from presence-absence data using a spatially explicit model,abundance; bayesian analysis; camera traps; detection; non-detection; mcmc; red fox; spatial model; vulpes vulpes,JOURNAL OF WILDLIFE MANAGEMENT,RAMSEY DSL;CALEY PA;ROBLEY A,"presence-absence (detection/non-detection) data are routinely collected in wildlife studies where identification of individuals is impossible or impractical and where the detection method may be able to detect only the presence of an individual rather than a count (e.g., track or scat surveys). estimating population density from presence-absence data usually is assumed to be difficult or impossible unless certain restrictive assumptions are made or supplementary information is collected. recently, chandler and royle (2013) presented an extension of a spatially explicit capture-recapture model that estimates population density from spatially replicated counts in unmarked populations. we extended the model of chandler and royle (2013) to situations where only presence-absence data can be collected. the model assumes that individuals can be detected at multiple sample units, producing spatially correlated detections. a spatially explicit model of the detection process is then fit to the correlated detection data using bayesian methods. we report on the performance of the model using simulation and illustrate its use with a practical example estimating the abundance and density of red foxes (vulpes vulpes) from remote camera surveys in the grampians national park in southeastern australia. results from simulations suggest the model produces unbiased estimates of density if device spacing is less than the radial length of a typical home range and the number of encounter occasions is high (i.e., at least 10). application of the model to camera detection data from foxes in the grampians national park resulted in an estimated density of 0.22foxes/km(2) (95% ci: 0.16-0.53). for this dataset, precision of the density and detection parameter estimates were increased by the use of an informative prior distribution for the home-range-scale parameter. the current model should apply widely to a range of sampling situations that result in spatially correlated detection/non-detection data such as bait take, scat surveys, tracking stations, and chew cards, to name a few. (c) 2015 the wildlife society."
mark-recapture and mark-resight methods for estimating abundance with remote cameras: a carnivore case study,NA,PLOS ONE,ALONSO RS;MCCLINTOCK BT;LYREN LM;BOYDSTON EE;CROOKS KR,"abundance estimation of carnivore populations is difficult and has prompted the use of non-invasive detection methods, such as remotely-triggered cameras, to collect data. to analyze photo data, studies focusing on carnivores with unique pelage patterns have utilized a mark-recapture framework and studies of carnivores without unique pelage patterns have used a mark-resight framework. we compared mark-resight and mark-recapture estimation methods to estimate bobcat (lynx rufus) population sizes, which motivated the development of a new ""hybrid"" mark-resight model as an alternative to traditional methods. we deployed a sampling grid of 30 cameras throughout the urban southern california study area. additionally, we physically captured and marked a subset of the bobcat population with gps telemetry collars. since we could identify individual bobcats with photos of unique pelage patterns and a subset of the population was physically marked, we were able to use traditional mark-recapture and mark-resight methods, as well as the new ""hybrid"" mark-resight model we developed to estimate bobcat abundance. we recorded 109 bobcat photos during 4,669 camera nights and physically marked 27 bobcats with gps telemetry collars. abundance estimates produced by the traditional mark-recapture, traditional mark-resight, and ""hybrid"" mark-resight methods were similar, however precision differed depending on the models used. traditional mark-recapture and mark-resight estimates were relatively imprecise with percent confidence interval lengths exceeding 100% of point estimates. hybrid mark-resight models produced better precision with percent confidence intervals not exceeding 57%. the increased precision of the hybrid mark-resight method stems from utilizing the complete encounter histories of physically marked individuals (including those never detected by a camera trap) and the encounter histories of naturally marked individuals detected at camera traps. this new estimator may be particularly useful for estimating abundance of uniquely identifiable species that are difficult to sample using camera traps alone."
territory tenure increases with repertoire size in brownish-flanked bush warbler,NA,PLOS ONE,XIA CW;WEI CT;ZHANG YY,"song repertoire size is often cited as a classic example of a secondary sexual trait in birds. models of sexual selection and empirical tests of their predictions have often related secondary sexual traits to longevity. however, the relationship between repertoire size and longevity is unclear. using capture-mark-recapture studies in two populations of the brownish-flanked bush warbler cettia fortipes, we found that males with a repertoire size of three maintained territory tenure for a longer duration than did males with a repertoire size of two. these results provide evidence that even a minimal difference in repertoire size can serve as a potential signal of territory tenure capability."
mixture models for distance sampling detection functions,NA,PLOS ONE,MILLER DL;THOMAS L,"we present a new class of models for the detection function in distance sampling surveys of wildlife populations, based on finite mixtures of simple parametric key functions such as the half-normal. the models share many of the features of the widely-used ""key function plus series adjustment"" (k+a) formulation: they are flexible, produce plausible shapes with a small number of parameters, allow incorporation of covariates in addition to distance and can be fitted using maximum likelihood. one important advantage over the k+a approach is that the mixtures are automatically monotonic non-increasing and non-negative, so constrained optimization is not required to ensure distance sampling assumptions are honoured. we compare the mixture formulation to the k+a approach using simulations to evaluate its applicability in a wide set of challenging situations. we also re-analyze four previously problematic real-world case studies. we find mixtures outperform k+a methods in many cases, particularly spiked line transect data (i.e., where detectability drops rapidly at small distances) and larger sample sizes. we recommend that current standard model selection methods for distance sampling detection functions are extended to include mixture models in the candidate set."
demographics of the disappearing bottlenose dolphin in argentina: a common species on its way out?,NA,PLOS ONE,VERMEULEN E;BRAGER S,"populations of the once common bottlenose dolphin (tursiops truncatus) in argentina have precipitously declined throughout the country in the past decades. unfortunately, local declines of common species are easily overlooked when establishing priorities for conservation. in this study, demographics of what may well be the last remaining resident population in the country were assessed using mark-recapture analysis (pollock's robust design) of a photo-identification dataset collected during 2006-2011 in bahia san antonio (patagonia, argentina). total abundance, corrected for unmarked individuals, ranged from 40 (95% ci: 16.1-98.8) to 83 (95% ci = 45.8-151.8) individuals and showed a decrease over the years. adult survival rates varied between 0.97 (+/- 0.037 se) and 0.99 (+/- 0.010 se). average calving interval equalled 3.5 +/- 1.03 years, with 3.5 births/year in the entire population and a minimum annual birth rate of 4.2%. however, data suggest that calves may have been born and lost before being documented, underestimating birth rate, calf mortality, and possibly the number of reproductive females. either way, the recruitment rate of calves appears to be insufficient to support the size of the population. this population is relatively small and declining. considering the disappearance of populations north and south of the study area, an incessant decline will have severe consequences for the continuous existence of this species in argentina, indicating an urgent need for serious conservation efforts. this study provides insight into how the failure to recognize local population declines can threaten the national (and eventually the international) status of a common species like the bottlenose dolphin."
partitioning detectability components in populations subject to within-season temporary emigration using binomial mixture models,NA,PLOS ONE,O DONNELL KM;THOMPSON FR;SEMLITSCH RD,"detectability of individual animals is highly variable and nearly always < 1; imperfect detection must be accounted for to reliably estimate population sizes and trends. hierarchical models can simultaneously estimate abundance and effective detection probability, but there are several different mechanisms that cause variation in detectability. neglecting temporary emigration can lead to biased population estimates because availability and conditional detection probability are confounded. in this study, we extend previous hierarchical binomial mixture models to account for multiple sources of variation in detectability. the state process of the hierarchical model describes ecological mechanisms that generate spatial and temporal patterns in abundance, while the observation model accounts for the imperfect nature of counting individuals due to temporary emigration and false absences. we illustrate our model's potential advantages, including the allowance of temporary emigration between sampling periods, with a case study of southern red-backed salamanders plethodon serratus. we fit our model and a standard binomial mixture model to counts of terrestrial salamanders surveyed at 40 sites during 3-5 surveys each spring and fall 2010-2012. our models generated similar parameter estimates to standard binomial mixture models. aspect was the best predictor of salamander abundance in our case study; abundance increased as aspect became more northeasterly. increased time-since-rainfall strongly decreased salamander surface activity (i.e. availability for sampling), while higher amounts of woody cover objects and rocks increased conditional detection probability (i.e. probability of capture, given an animal is exposed to sampling). by explicitly accounting for both components of detectability, we increased congruence between our statistical modeling and our ecological understanding of the system. we stress the importance of choosing survey locations and protocols that maximize species availability and conditional detection probability to increase population parameter estimate reliability."
"ecological, evolutionary and social constraints on reproductive effort: are hoary marmots really biennial breeders?",NA,PLOS ONE,PATIL VP;KARELS TJ;HIK DS,"biennial breeding is a rare life-history trait observed in animal species living in harsh, unproductive environments. this reproductive pattern is thought to occur in 10 of 14 species in the genus marmota, making marmots useful model organisms for studying its ecological and evolutionary implications. biennial breeding in marmots has been described as an obligate pattern which evolved as a mechanism to mitigate the energetic costs of reproduction (evolved constraint hypothesis). however, recent anecdotal evidence suggests that it is a facultative pattern controlled by annual variation in climate and food availability (environmental constraint hypothesis). finally, in social animals like marmots, biennial breeding could result from reproductive competition between females within social groups (social constraint hypothesis). we evaluated these three hypotheses using mark-recapture data from an 8-year study of hoary marmot (marmota caligata) population dynamics in the yukon. annual variation in breeding probability was modeled using multi-state markrecapture models, while other reproductive life-history traits were modeled with generalized linear mixed models. hoary marmots were neither obligate nor facultative biennial breeders, and breeding probability was insensitive to evolved, environmental, or social factors. however, newly mature females were significantly less likely to breed than older individuals. annual breeding did not result in increased mortality. female survival and, to a lesser extent, average fecundity were correlated with winter climate, as indexed by the pacific decadal oscillation. hoary marmots are less conservative breeders than previously believed, and the evidence for biennial breeding throughout marmota, and in other arctic/alpine/antarctic animals, should be re-examined. prediction of future population dynamics requires an accurate understanding of life history strategies, and of how life history traits allow animals to cope with changes in weather and other demographic influences."
use of pit tags to assess individual heterogeneity of laboratory-reared juveniles of the endangered cumberlandian combshell (epioblasma brevidens) in a mark-recapture study,bayesian; cumberlandian combshell (epioblasma brevidens); detection probability; heterogeneity; hierarchic model; mark-recapture; pit tag; survival rate,ECOLOGY AND EVOLUTION,HUA D;JIAO Y;NEVES R;JONES J,"the federally endangered cumberlandian combshell (epioblasma brevidens) was propagated and reared to taggable size (5-10mm), and released to the powell river, tennessee, to augment a relict population. methodology using passive integrated transponder (pit) tags on these mussels greatly facilitated the detection process. the overall mean detection probability and survival rate of released individuals reached 97.8 to 98.4% and 99.7 to 99.9% (per month), respectively, during nine successive recapture occasions in the 2-year study period, regardless of seasonality. nonhierarchical models and hierarchical models incorporating individual and seasonal variations through a bayesian approach were compared and resulted in similar performance of prediction for detection probability and survival rate of mussels. this is the first study to apply the mark-recapture method to laboratory-reared mussels using pit tags and stochastic models. quantitative analyses for individual heterogeneity allowed examination of demographic variance and effects of heterogeneity on population dynamics, although the individual and seasonal variations were small in this study. our results provide useful information in implementing conservation strategies of this faunal group and a framework for other species or similar studies."
"lessons learned from implementing three, large-scale tuna tagging programmes in the western and central pacific ocean",bigeye tuna; yellowfin; skipjack; pacific ocean; mark-recapture,FISHERIES RESEARCH,LEROY B;NICOL S;LEWIS A;HAMPTON J;KOLODY D;CAILLOT S;HOYLE S,"in the western and central pacific ocean mark-recapture experiments have been an integral part of monitoring tuna stocks since the late 1970s. the data from tagging campaigns have been included in stock assessments since the 1980s and in integrated analyses since the late 1990s. ensuring that tagging experiments are implemented in a manner that satisfies the incorporation of the data in stock assessment is important to maximize the return on investment. we review three large scale tuna experiments implemented in the western and central pacific ocean to synthesize the lessons learned so that future tagging programmes can save considerable time and money, and maximize the quantity and quality of the data needed to obtain more accurate and precise assessments of stock status. we highlight particular knowledge gaps that require further attention, and suggest some approaches, both technological and methodological, from which future studies could benefit in order to improve our understanding of tuna biology. (c) 2013 elsevier b.v. all rights reserved."
determining the age of tropical tunas in the indian ocean from otolith microstructures,daily age; micro-increment; mark-recapture; oxytetracycline; thunnus,FISHERIES RESEARCH,SARDENNE F;DORTEL E;LE CROIZIER G;MILLION J;LABONNE M;LEROY B;BODIN N;CHASSOT E,"the indian ocean tuna tagging program (iottp) provided a unique opportunity to assess the viability of estimating the age of tropical tunas from the micro-structural features of otoliths. here, we analyzed the length measurements and micro-increment counts collected for 506 sagittal otoliths, of which 343 were chemically marked with oxytetracycline, for bigeye (thunnus obesus), skipjack (katsuwonus pelamis), and yellowfin tuna (thunnus albacares). our results show that the otoliths of tropical tunas grow more slowly than the rest of the body. our findings confirm that both yellowfin and juvenile bigeye deposit daily increments in their otoliths, though ages are underestimated for large bigeye (>100 cm) when derived from micro-increment counts. our results also indicate that skipjack otoliths are not suitable for age estimations during the adult phase, as evidenced by the poor agreement between micro-increment counts and days-at-liberty. we hypothesize that the income breeding strategy of skipjack could explain the variability observed in the deposition rates. due to their complex micro-structural patterns, the reading of tropical tuna otoliths requires a degree of interpretation that can result in poor count precision and large variability in micro-increment counts, both among and within teams of readers. age estimates were found to vary between readers, a factor which can eventually affect growth estimates and ultimately, impact on fisheries management decisions and outcomes. to address this, we recommend that reference collections of otoliths are developed, with a view to standardizing the reading process. further, alternative methods, such as annual age estimations (as opposed to daily), and alternative structures, such as dorsal spines for skipjack, should be used to improve the accuracy of age estimations and the speed with which they can be made. (c) 2014 elsevier b.v. all rights reserved."
"reprint of ""estimating tag reporting rates for tropical tuna fleets of the indian ocean""",reporting rate; indian ocean; tropical tuna; bayesian; tagging; mark-recapture,FISHERIES RESEARCH,CARRUTHERS T;FONTENEAU A;HALLIER JP,"estimates of tag reporting rates are necessary in order to estimate tag-recovery rates and interpret tagging data in terms of movement rates, exploitation rates and abundance. we describe a bayesian framework for the estimation of reporting rates for multiple fleets using coincidental tagging and catch data disaggregated by fish size, species, location and time. the method was applied to the data of the indian ocean tuna tagging programme (2006-2011) and tag seeding experiment of the indian ocean tuna commission (2004-2009). reporting rates were estimated for 13 indian ocean tuna fleets. these estimates varied widely from 94% for the european union purse seine fleet to less than 1% for fishing operations of non-longline/non-purse seine fleets in the eastern indian ocean. generally, reporting rates were high compared with estimates for tuna fisheries in other oceans. (c) 2014 elsevier b.v. all rights reserved."
covariates of release mortality and tag loss in large-scale tuna tagging experiments,mark-recapture; post-release mortality; electronic tags; conventional tags; oxytetracycline; tag shedding,FISHERIES RESEARCH,HOYE SD;LEROY BM;NICOL SJ;HAMPTON WJ,"the data from tag-recapture experiments, which are used to help understand animal behaviour and dynamics, and to provide input data for population models such as stock assessments, are affected by mortality associated with tagging and by tag shedding. these processes introduce bias and uncertainty into parameters estimated in population models such as tuna stock assessments. the causes and magnitudes of tag shedding and post-release mortality in tuna tagging experiments are not well understood. we analysed data from tuna tagging experiments in the western pacific (330,000 releases) and indian oceans (168,000 releases) to investigate factors affecting post-release mortality and tag shedding. tag return rates were modelled as functions of the tagger identity, tagger experience, tagging assistant, tagging station, treatment of the fish, use of oxytetracycline, ulna species, and size at release. the release event was included in models as a fixed effect, so that differences in recapture rate among release events did not affect other parameter estimates. we found differences in tag return rates among taggers and tagging assistants, with tagger experience, and between tagging stations. substantially lower return rates were associated with some types of damage to fish and with internally implanted tags, and when oxytetracycline was injected. return rates varied with tuna size and species. in the western pacific yellowfin and bigeye return rates were more affected by some covariates than were skipjack, while differences were not observed in the indian ocean, where sample sizes were smaller. results suggest that tagging mortality may be quite high, and that more care and better recording of fish treatment would increase the reliability of assessment inputs. we provide new effective release numbers that have been adjusted to allow for estimated tagging mortality and tag shedding. (c) 2014 elsevier b.v. all rights reserved."
evaluation of tag mixing assumptions in western pacific ocean skipjack tuna stock assessment models,mark-recapture; tag mixing; stock assessment; diffusion; skipjack,FISHERIES RESEARCH,KOLODY D;HOYLE S,"fish population estimators (for abundance, mortality and movement) from conventional tagging (mark-recapture) programmes require the assumption that tagged individuals are equally vulnerable to recapture as the (relevant portion of the) untagged population. most commercial tuna species are distributed over millions of square km, with poorly understood stock structure and movement dynamics, while tags tend to be released in much smaller areas that are selected for logistical reasons. if the tags do not mix sufficiently with the general population this could substantially bias tuna stock assessments. we outline two simple quantitative methods for evaluating tag mixing, and apply them to western pacific ocean skipjack tuna (katsuwonis pelamis). the first approach compares, in a discrete time window, the spatial distributions of tag recoveries from pairs of release events that were separated in space and/or time. significant differences between the recovery distributions indicate that tags from the two release events are not fully mixed with each other, such that one or both release events cannot be fully mixed with the general population either. the second approach tests whether tag density (number of recovered tags per unit of catch) is spatially homogeneous for an individual release event. both tests focus on detecting incomplete mixing and neither can prove that full mixing has been achieved. the analyses provide strong evidence that tag mixing assumptions are not being met in recent western pacific skipjack tuna stock assessments. simple diffusion models were fit to the tag density observations and used to simulate the potential magnitude of mixing biases using simple estimators for abundance and natural and fishing mortality. options for reformulating the skipjack assessment are discussed. (c) 2014 elsevier b.v. all rights reserved."
length-based brownie mark-recapture models: derivation and application to indian ocean skipjack tuna,length-based; mark-recapture; brownie model; skipjack tuna,FISHERIES RESEARCH,HILLARY RM;EVESON JP,"standard brownie mark-recapture models follow tagged cohorts of fish meaning an age-based setting is required, but there are many populations for which length-at-age cannot be characterised. this paper details the derivation of a length-based brownie mark-recapture model, with specific application to indian ocean skipjack tuna. instead of following cohorts (often tagged a number of times) the model follows the recapture history of animals tagged in a given length class and period. for indian ocean skipjack reporting rate uncertainty, related to mixing assumptions, is accounted for using two extreme options. various mortality model structures were explored and length-specific natural mortality and a separable model for fishing mortality were ultimately selected. absolute values of fishing and natural mortality depend strongly on the reporting rate assumptions, with total mortality being far more robust to assumptions about reporting rates. estimates of fishing mortality were highest between mid 2006 and mid 2008, reducing thereafter to levels estimated in late 2005/early 2006. (c) 2014 published by elsevier b.v."
"robust estimates of environmental effects on population vital rates: an integrated capture-recapture model of seasonal brook trout growth, survival and movement in a stream network",annual survival; bayesian modelling; capture-mark-recapture; integrated model; movement; sensitivity; stream fish; stream network; survival,JOURNAL OF ANIMAL ECOLOGY,LETCHER BH;SCHUELLER P;BASSAR RD;NISLOW KH;COOMBS JA;SAKREJDA K;MORRISSEY M;SIGOURNEY DB;WHITELEY AR;O DONNELL MJ;DUBREUIL TL,"1. modelling the effects of environmental change on populations is a key challenge for ecologists, particularly as the pace of change increases. currently, modelling efforts are limited by difficulties in establishing robust relationships between environmental drivers and population responses. we developed an integrated capture-recapture state-space model to estimate the effects of two key environmental drivers (stream flow and temperature) on demographic rates (body growth, movement and survival) using a long-term (11years), high-resolution (individually tagged, sampled seasonally) data set of brook trout (salvelinus fontinalis) from four sites in a stream network. our integrated model provides an effective context within which to estimate environmental driver effects because it takes full advantage of data by estimating (latent) state values for missing observations, because it propagates uncertainty among model components and because it accounts for the major demographic rates and interactions that contribute to annual survival. we found that stream flow and temperature had strong effects on brook trout demography. some effects, such as reduction in survival associated with low stream flow and high temperature during the summer season, were consistent across sites and age classes, suggesting that they may serve as robust indicators of vulnerability to environmental change. other survival effects varied across ages, sites and seasons, indicating that flow and temperature may not be the primary drivers of survival in those cases. flow and temperature also affected body growth rates; these responses were consistent across sites but differed dramatically between age classes and seasons. finally, we found that tributary and mainstem sites responded differently to variation in flow and temperature. annual survival (combination of survival and body growth across seasons) was insensitive to body growth and was most sensitive to flow (positive) and temperature (negative) in the summer and fall. these observations, combined with our ability to estimate the occurrence, magnitude and direction of fish movement between these habitat types, indicated that heterogeneity in response may provide a mechanism providing potential resilience to environmental change. given that the challenges we faced in our study are likely to be common to many intensive data sets, the integrated modelling approach could be generally applicable and useful."
the lyme disease pathogen has no effect on the survival of its rodent reservoir host,NA,PLOS ONE,VOORDOUW MJ;LACHISH S;DOLAN MC,"zoonotic pathogens that cause devastating morbidity and mortality in humans may be relatively harmless in their natural reservoir hosts. the tick-borne bacterium borrelia burgdorferi causes lyme disease in humans but few studies have investigated whether this pathogen reduces the fitness of its reservoir hosts under natural conditions. we analyzed four years of capture-mark-recapture (cmr) data on a population of white-footed mice, peromyscus leucopus, to test whether b. burgdorferi and its tick vector affect the survival of this important reservoir host. we used a multi-state cmr approach to model mouse survival and mouse infection rates as a function of a variety of ecologically relevant explanatory factors. we found no effect of b. burgdorferi infection or tick burden on the survival of p. leucopus. our estimates of the probability of infection varied by an order of magnitude (0.051 to 0.535) and were consistent with our understanding of lyme disease in the northeastern united states. b. burgdorferi establishes a chronic avirulent infection in their rodent reservoir hosts because this pathogen depends on rodent mobility to achieve transmission to its sedentary tick vector. the estimates of b. burgdorferi infection risk will facilitate future theoretical studies on the epidemiology of lyme disease."
