origin;tags;title;keywords;journal;authors;abstract
ecological;Closed kin,  GOF;statistical test for detecting overdispersion in offspring number based on kinship information;"close kin mark recapture; negative binomial distribution; overdispersion; relatedness; sweepstakes reproductive success";POPULATION ECOLOGY;AKITA T;"in this paper, we develop a theory of a new statistic that tests overdispersion in offspring number on the basis of exactly known kinship relationships. the statistic utilizes the sample size and the number of kinship pairs found in a sample, specially the number of mother-offspring (mo) and maternal-half-sibling (mhs) pairs. given a sufficiently large sample size, the statistic proposed in this paper approximately follows a standard-normal distribution under non-overdispersed conditions (poisson's variance). we found that (1) the value of the statistic reasonably indicates whether reproduction is overdispersed at the 5% significance level; (2) the power of the statistic is determined primarily by the balance between the degree of overdispersion and the sample size; (3) in many cases, if the number of kinship pairs can be approximated by a normal distribution, false-positive and false-negative situations can be avoided. the proposed method can detect moderate-weak levels of overdispersion that produce few mhs pairs in a sample because the effect of the population size (which determines the number of detected mhs pairs) is canceled by the detection of the number of mo pairs. once the kinship determination procedure is established, this indirect measurement will be readily applicable to species even with weak overdispersion, expanding the available opportunities for understanding how overdispersion in offspring number affects ecological processes."
ecological;IPM;integrated population models facilitate ecological understanding and improved management decisions;"band recovery; fecundity; harvest surveys; integrated population models; survival; waterfowl management";JOURNAL OF WILDLIFE MANAGEMENT;"ARNOLD TW;CLARK RG;KOONS DN;SCHAUB M";"integrated population models (ipms) represent a formal statistical methodology for combining multiple data sets such as population counts, band recoveries, and fecundity estimates into a single unified analysis with dual objectives: better estimating population size, trajectory, and vital rates; and formally describing the ecological processes that generated these patterns. although ipms have been used in population ecology and fisheries management, their use in wildlife management has been limited. data sets available for north american waterfowl are unprecedented in terms of time span (> 60 years) and geographic coverage, and are especially well-suited for development of ipms that could improve the understanding of population ecology and help guide future harvest and habitat management decisions. in this overview, we illustrate 3 potential benefits of ipms: integration of multiple data sources (i.e., population counts, mark-recapture data, and fecundity estimates), increased precision of parameter estimates, and ability to estimate missing demographic parameters by reanalyzing results from a historical study of canvasbacks (aythya valisineria). drawing from our own published and unpublished work, we demonstrate how ipms could be used to identify the critical vital rates that have had the greatest influence on population change in lesser scaup (aythya affinis), evaluate potential mechanisms of harvest compensation for american black ducks (anas rubripes), or prioritize the most appropriate places to conduct habitat management to benefit northern pintails (anas acuta). integrated population models provide a powerful platform for evaluating alternative hypotheses about population regulation and they have potential to advance the understanding of wildlife ecology and help managers make ecologically based decisions. (c) 2017 the wildlife society."
ecological;Identifiability, assumptions;bias, precision, and parameter redundancy in complex multistate models with unobservable states;"albatross; identifiability; mark-recapture; parameter redundancy; robust design; salamanders; temporary emigration";ECOLOGY;"BAILEY LL;CONVERSE SJ;KENDALL WL";"multistate mark-recapture models with unobservable states can yield unbiased estimators of survival probabilities in the presence of temporary emigration (i.e., in cases where some individuals are temporarily unavailable for capture). in addition, these models permit the estimation of transition probabilities between states, which may themselves be of interest; for example, when only breeding animals are available for capture. however, parameter redundancy is frequently a problem in these models, yielding biased parameter estimates and influencing model selection. using numerical methods, we examine complex multistate mark-recapture models involving two observable and two unobservable states. this model structure was motivated by two different biological systems: one involving island-nesting albatross, and another involving pond-breeding amphibians. we found that, while many models are theoretically identifiable given appropriate constraints, obtaining accurate and precise parameter estimates in practice can be difficult. practitioners should consider ways to increase detection probabilities or adopt robust design sampling in order to improve the properties of estimates obtained from these models. we suggest that investigators interested in using these models explore both theoretical identifiability and possible near-singularity for likely parameter values using a combination of available methods."
ecological;heterogeneity, covariates, random effects;modeling sighting heterogeneity and abundance in spatially replicated multiple-observer surveys;"bayesian analysis; density; individual covariates; koala; multiple-observer; phascolarctos cinereus; population size; random effects";JOURNAL OF WILDLIFE MANAGEMENT;"BARKER RJ;FORSYTH DM;WOOD M";failure to account for dependencies among observers in multiple-observer capture-recapture studies will lead to biased inference yet methods that account for dependencies are poorly developed. we combined hierarchical capture-recapture models and finite sampling theory to infer population abundance of koala (phascolarctos cinereus) in the 5,812-ha mount eccles national park, southeastern australia. we used plot replication to build a bayesian hierarchical model of koala sightings by multiple observers. given the number of koala present on a plot, we modeled counts of koala by a multinomial log-linear model with interaction terms to account for between-observer dependencies. we modeled total numbers using a poisson log-linear model with covariate and random effects. we estimated the number of koala as 1.9 koala/ha (95% ci = 1.6, 2.4). we found evidence of between-observer interactions, highlighting the importance of having at least 3 observers in multiple observer studies. (c) 2014 the wildlife society.
ecological;Individual growth, SSM;combining capture-recapture data and known ages allows estimation of age-dependent survival rates;"age; bayesian; individual growth; otoliths; state-space; survival";ECOLOGY AND EVOLUTION;"BIRD T;LYON J;WOTHERSPOON S;TODD C;TONKIN Z;MCCARTHY M";in many animal populations, demographic parameters such as survival and recruitment vary markedly with age, as do parameters related to sampling, such as capture probability. failing to account for such variation can result in biased estimates of population-level rates. however, estimating age-dependent survival rates can be challenging because ages of individuals are rarely known unless tagging is done at birth. for many species, it is possible to infer age based on size. in capture-recapture studies of such species, it is possible to use a growth model to infer the age at first capture of individuals. we show how to build estimates of age-dependent survival into a capture-mark-recapture model based on data obtained in a capture-recapture study. we first show how estimates of age based on length increments closely match those based on definitive aging methods. in simulated analyses, we show that both individual ages and age-dependent survival rates estimated from simulated data closely match true values. with our approach, we are able to estimate the age-specific apparent survival rates of murray and trout cod in the murray river, australia. our model structure provides a flexible framework within which to investigate various aspects of how survival varies with age and will have extensions within a wide range of ecological studies of animals where age can be estimated based on size.
ecological;Data combination;improving abundance estimation by combining capture-recapture and occupancy data: example with a large carnivore;"abundance; bayesian approach; camera-trapping; lynx lynx; population size; presence signs; site-occupancy";JOURNAL OF APPLIED ECOLOGY;"BLANC L;MARBOUTIN E;GATTI S;ZIMMERMANN F;GIMENEZ O";1. abundance is a key quantity for conservation and management strategies but remains challenging to assess in the field. capture-recapture (cr) methods are often used to estimate abundance while correcting for imperfect detection, but these methods are costly. occupancy, sometimes considered as a surrogate for abundance, is estimated through the collection of presence/absence data and is less costly while allowing gathering of information at a large spatial scale. 2. building on the recent pieces of work on the combination of different data sources, we showed how abundance data can be complemented by presence/absence data and can be analysed conjointly to improve abundance estimates. our approach relies on a hierarchical model that makes explicit the link between the abundance and occupancy state variables while formally accounting for imperfect detection. 3. we used a population of eurasian lynx in france monitored via camera traps and a collection of presence signs as an illustration of our approach. 4. synthesis and applications. we combined capture-recapture and occupancy data and demonstrated that we can efficiently improve abundance estimates. our method can be used by managers when estimates of trends in abundance lack power due to sparse data collected during an intensive survey, by simply integrating data collected during non-systematic survey. furthermore, combining these two sampling procedures makes full use of all available data and allows the development of conservation and management strategies based on precise abundance estimates. overall, the combination of different data sources in an integrated statistical framework has great potential, especially for elusive species. we combined capture-recapture and occupancy data and demonstrated that we can efficiently improve abundance estimates. our method can be used by managers when estimates of trends in abundance lack power due to sparse data collected during an intensive survey, by simply integrating data collected during non-systematic survey. furthermore, combining these two sampling procedures makes full use of all available data and allows the development of conservation and management strategies based on precise abundance estimates. overall, the combination of different data sources in an integrated statistical framework has great potential, especially for elusive species.
ecological;IPM;using multiple data types and integrated population models to improve our knowledge of apex predator population dynamics;"bayesian; brown bear; hierarchical modeling; integrated population model; kodiak island; ursus arctos";ECOLOGY AND EVOLUTION;"BLED F;BELANT JL;VAN DAELE LJ;SVOBODA N;GUSTINE D;HILDERBRAND G;BARNES VG";"current management of large carnivores is informed using a variety of parameters, methods, and metrics; however, these data are typically considered independently. sharing information among data types based on the underlying ecological, and recognizing observation biases, can improve estimation of individual and global parameters. we present a general integrated population model (ipm), specifically designed for brown bears (ursus arctos), using three common data types for bear (u. spp.) populations: repeated counts, capture-mark-recapture, and litter size. we considered factors affecting ecological and observation processes for these data. we assessed the practicality of this approach on a simulated population and compared estimates from our model to values used for simulation and results from count data only. we then present a practical application of this general approach adapted to the constraints of a case study using historical data available for brown bears on kodiak island, alaska, usa. the ipm provided more accurate and precise estimates than models accounting for repeated count data only, with credible intervals including the true population 94% and 5% of the time, respectively. for the kodiak population, we estimated annual average litter size (within one year after birth) to vary between 0.45 [95% credible interval: 0.43; 0.55] and 1.59 [1.55; 1.82]. we detected a positive relationship between salmon availability and adult survival, with survival probabilities greater for females than males. survival probabilities increased from cubs to yearlings to dependent young 2years old and decreased with litter size. linking multiple information sources based on ecological and observation mechanisms can provide more accurate and precise estimates, to better inform management. ipms can also reduce data collection efforts by sharing information among agencies and management units. our approach responds to an increasing need in bear populations' management and can be readily adapted to other large carnivores."
ecological;Data combination, telemetry;accounting for tagging-to-harvest mortality in a brownie tag-recovery model by incorporating radio-telemetry data;"auxiliary data; brownie model; harvest rate; hunter behavior; joint model; known-fate; survival rate; tag recovery";ECOLOGY AND EVOLUTION;"BUDERMAN FE;DIEFENBACH DR;CASALENA MJ;ROSENBERRY CS;WALLINGFORD BD";"the brownie tag-recovery model is useful for estimating harvest rates but assumes all tagged individuals survive to the first hunting season; otherwise, mortality between time of tagging and the hunting season will cause the brownie estimator to be negatively biased. alternatively, fitting animals with radio transmitters can be used to accurately estimate harvest rate but may be more costly. we developed a joint model to estimate harvest and annual survival rates that combines known-fate data from animals fitted with transmitters to estimate the probability of surviving the period from capture to the first hunting season, and data from reward-tagged animals in a brownie tag-recovery model. we evaluated bias and precision of the joint estimator, and how to optimally allocate effort between animals fitted with radio transmitters and inexpensive ear tags or leg bands. tagging-to-harvest survival rates from >20 individuals with radio transmitters combined with 50-100 reward tags resulted in an unbiased and precise estimator of harvest rates. in addition, the joint model can test whether transmitters affect an individual's probability of being harvested. we illustrate application of the model using data from wild turkey, meleagris gallapavo, to estimate harvest rates, and data from white-tailed deer, odocoileus virginianus, to evaluate whether the presence of a visible radio transmitter is related to the probability of a deer being harvested. the joint known-fate tag-recovery model eliminates the requirement to capture and mark animals immediately prior to the hunting season to obtain accurate and precise estimates of harvest rate. in addition, the joint model can assess whether marking animals with radio transmitters affects the individual's probability of being harvested, caused by hunter selectivity or changes in a marked animal's behavior."
ecological;SSM, random effects;a hierarchical bayesian approach to multi-state mark-recapture: simulations and applications;"departure; mark; migration; movement; random effects; songbird; state-space; stopover; survival; winbugs";JOURNAL OF APPLIED ECOLOGY;"CALVERT AM;BONNER SJ;JONSEN ID;FLEMMING JM;WALDE SJ;TAYLOR PD";mark-recapture models are valuable for assessing diverse demographic and behavioural parameters, yet the precision of traditional estimates is often constrained by sparse empirical data. bayesian inference explicitly recognizes estimation uncertainty, and hierarchical bayes has proven particularly useful for dealing with sparseness by combining information across data sets. we developed a general hierarchical bayesian multi-state mark-recapture model, tested its performance on simulated data sets and applied it to real ecological data on stopovers by migratory birds. our hierarchical model performed well in terms of both precision and accuracy of parameters when tested with simulated data of varying quality (sample size, capture and survivorship probabilities). it also provided more precise and accurate parameter estimates than a non-hierarchical model when data were sparse. a specific version of the model, designed for estimation of daily transience and departure of migratory birds at a mid-route stopover, was applied to 11 years of autumn migration data from atlantic canada. hierarchical estimates of departure and transience were more precise than those derived from parallel non-hierarchical and frequentist methods, and indicated that inter-annual variability in parameters suggested by these other methods was largely due to sampling error. synthesis and applications. estimates of demographic parameters, often derived from mark-recapture studies, provide the basis for evaluating the status of species at risk, for developing conservation and management strategies and for evaluating the results of current protocols. the hierarchical bayesian multi-state mark-recapture model presented here permits partitioning of complex parameter variation across space or time, and the simultaneous analysis of multiple data sets results in a marked increase in the precision of estimates derived from sparse capture data. its structural flexibility should make it a valuable tool for conservation ecologists and wildlife managers.
ecological;Dispersal, HMM;estimating dispersal in spatiotemporally variable environments using multievent capture-recapture modeling;"capture-recapture; dispersal; dynamic landscapes; metapopulation; multi-event models; survival";ECOLOGY;"CAYUELA H;PRADEL R;JOLY P;BONNAIRE E;BESNARD A";dispersal is a key process in ecological and evolutionary dynamics. spatiotemporal variation in habitat availability and characteristics has been suggested to be one of the main cause involved in dispersal evolution and has a strong influence on metapopulation dynamics. in recent decades, the study of dispersal has led to the development of capture-recapture (cr) models that allow movement between sites to be quantified, while handling imperfect detection. for studies involving numerous recapture sites, lagrange et al. (2014) proposed a multievent cr model that allows dispersal to be estimated while omitting site identity by distinguishing between individuals that stay and individuals that move. more recently, cayuela et al. (2017) extended this model to allow survival and dispersal probabilities to differ for the different types of habitat represented by several sites within a study area. yet in both of these modeling systems, the state of sites is assumed to be static over time, which is not a realistic assumption in dynamic landscapes. for that purpose, we generalized the multievent cr model proposed by cayuela et al. (2017) to allow the estimation of dispersal, survival and recapture probabilities when a site may appear or disappear over time (model 1) or when the characteristics of a site fluctuate over space and time (model 2). this paper first presents these two new modeling systems, and then provides an illustration of their efficacy and usefulness by applying them to simulated cr data and data collected on two metapopulations of amphibians. model 1 was tested using cr data recorded on a metapopulation of yellow-bellied toads (bombina variegata). in this first empirical case, we examined whether the drying-out dynamics of ponds and the past dispersal status of an individual might affect dispersal behavior. our study revealed that the probability of facultative dispersal (i.e., from a pond group that remained available/flooded) fluctuated between years and was higher in individuals that had previously dispersed. model 2 was tested using cr data collected on a metapopulation of great crested newts (triturus cristatus). in this second empirical example, we investigated whether the density of alpine newts (ichthyosaura alpestris), a potential competitor, might affect the dispersal and survival of the crested newt. our study revealed that the departure rate was lower in ponds with a high density of heterospecifics than in ponds with a low density of heterospecifics at both inter-annual and intra-annual scales. moreover, annual survival was slightly higher in ponds with a high density of heterospecifics. overall, our findings indicate that these multievent cr models provide a highly flexible means of modeling dispersal in dynamic landscapes.
ecological;heneterogeneity, GOF, random effects;use of posterior predictive checks as an inferential tool for investigating individual heterogeneity in animal population vital rates;"bayesian inference; dynamic heterogeneity; fixed heterogeneity; individual variation; leptonychotes weddellii; model checking; posterior predictive checking; state-space models";ECOLOGY AND EVOLUTION;"CHAMBERT T;ROTELLA JJ;HIGGS MD";the investigation of individual heterogeneity in vital rates has recently received growing attention among population ecologists. individual heterogeneity in wild animal populations has been accounted for and quantified by including individually varying effects in models for mark-recapture data, but the real need for underlying individual effects to account for observed levels of individual variation has recently been questioned by the work of tuljapurkar et al. (ecology letters, 12, 93, 2009) on dynamic heterogeneity. model-selection approaches based on information criteria or bayes factors have been used to address this question. here, we suggest that, in addition to model-selection, model-checking methods can provide additional important insights to tackle this issue, as they allow one to evaluate a model's misfit in terms of ecologically meaningful measures. specifically, we propose the use of posterior predictive checks to explicitly assess discrepancies between a model and the data, and we explain how to incorporate model checking into the inferential process used to assess the practical implications of ignoring individual heterogeneity. posterior predictive checking is a straightforward and flexible approach for performing model checks in a bayesian framework that is based on comparisons of observed data to model-generated replications of the data, where parameter uncertainty is incorporated through use of the posterior distribution. if discrepancy measures are chosen carefully and are relevant to the scientific context, posterior predictive checks can provide important information allowing for more efficient model refinement. we illustrate this approach using analyses of vital rates with long-term mark-recapture data for weddell seals and emphasize its utility for identifying shortfalls or successes of a model at representing a biological process or pattern of interest.
ecological;Temporary emigration, N-mixture;inference about density and temporary emigration in unmarked populations;"chestnut-sided warbler; dendroica pensylvanica; detection probability; hierarchical models; n-mixture model; population density; spot-mapping; temporary emigration; unmarked populations; white mountain national forest; usa";ECOLOGY;"CHANDLER RB;ROYLE JA;KING DI";"few species are distributed uniformly in space, and populations of mobile organisms are rarely closed with respect to movement, yet many models of density rely upon these assumptions. we present a hierarchical model allowing inference about the density of unmarked populations subject to temporary emigration and imperfect detection. the model can be fit to data collected using a variety of standard survey methods such as repeated point counts in which removal sampling, double-observer sampling, or distance sampling is used during each count. simulation studies demonstrated that parameter estimators are unbiased when temporary emigration is either ""completely random"" or is determined by the size and location of home ranges relative to survey points. we also applied the model to repeated removal sampling data collected on chestnut-sided warblers (dendroica pensylvancia) in the white mountain national forest, usa. the density estimate from our model, 1.09 birds/ha, was similar to an estimate of 1.11 birds/ha produced by an intensive spot-mapping effort. our model is also applicable when processes other than temporary emigration affect the probability of being available for detection, such as in studies using cue counts. functions to implement the model have been added to the r package unmarked."
ecological;Disease ecology, HMM, heterogeneity, mixture;estimating transitions between states using measurements with imperfect detection: application to serological data;"black-legged kittiwake; borrelia burdgorferi; continuous measurement; eco-epidemiology; hidden markov model; immunological assay; mixture; rissa tridactyla; stable-isotope ratio";ECOLOGY;"CHOQUET R;CARRIE C;CHAMBERT T;BOULINIER T";classifying the states of an individual and quantifying transitions between states are crucial while modeling animal behavior, movement, and physiologic status. when these states are hidden or imperfectly known, it is particularly convenient to relate them to appropriate quantitative measurements taken on the individual. this task is, however, challenging when quantitative measurements are not available at each sampling occasion. for capture-recapture data, various ways of incorporating such non-discrete information have been used, but they are either ad hoc and/or use a fraction of the available information by relying on a priori thresholds to assign individual states. here we propose assigning discrete states based on a continuous measurement, and then modeled survival and transition probabilities based on these assignments. the main advantage of this new approach is that a more informative use of the non-discrete information is done. as an illustrative working example, we applied this approach to eco-epidemiological data collected across a series of years in which individuals of a long-lived seabird, the black-legged kittiwake (rissa tridactyla), could either be visually detected or physically recaptured and blood sampled for subsequent immunological analyses. we discuss how this approach opens many perspectives in eco-epidemiology, but also more broadly, in population ecology.
ecological;SCR, clustered sampling;comparing clustered sampling designs for spatially explicit estimation of population density;"bear; cluster; density; mark-recapture; simulation; spatially explicit; ursus";POPULATION ECOLOGY;CLARK JD;spatially explicit capture-recapture methods do not assume that animals have equal access to sampling devices (e.g., detectors), which allows for gaps in the sampling extent and nonuniform (e.g., clustered) sampling designs. however, the performance (i.e., relative root mean squared error [rrmse], confidence interval coverage, relative bias and relative standard error) of clustered detector arrays has not been thoroughly evaluated. i used simulations to evaluate the performance of various detector and cluster spacings, cluster configurations (i.e., number of detectors arranged in a square grid), sampling extents and number of sampling occasions for estimating population density, the relationship between detection rate and distance to a detector from the animal's center of activity (sigma) and base detection rates, using american black bears (ursus americanus) as a case study. my simulations indicated that a wide range of detector configurations can provide reliable estimates if spacing between detectors in clusters is 1 sigma and 3 sigma. a number of cluster configurations and occasion lengths produced estimates that were unbiased, resulted in good spatial coverage, and were relatively precise. moreover, increasing the duration of sampling, establishing large study areas, increasing detection rates and spacing clusters so that cross-cluster sampling of individuals can occur could help ameliorate deficiencies in the detector layout. these results have application for a wide array of species and sampling methods (e.g., dna sampling, camera trapping, mark-resight and search-encounter) and suggest that clustered sampling can significantly reduce the effort necessary to provide reliable estimates of population density across large spatial extents that previously would have been infeasible with nonclustered sampling designs.
ecological;N-mixture, distance sampling;accounting for imperfect detection of groups and individuals when estimating abundance;"abundance; aerial surveys; distance sampling; double observer; grouped animals; mark-recapture-distance-sampling; n-mixture models";ECOLOGY AND EVOLUTION;"CLEMENT MJ;CONVERSE SJ;ROYLE JA";"if animals are independently detected during surveys, many methods exist for estimating animal abundance despite detection probabilities <1. common estimators include double-observer models, distance sampling models and combined double-observer and distance sampling models (known as mark-recapture-distance-sampling models; mrds). when animals reside in groups, however, the assumption of independent detection is violated. in this case, the standard approach is to account for imperfect detection of groups, while assuming that individuals within groups are detected perfectly. however, this assumption is often unsupported. we introduce an abundance estimator for grouped animals when detection of groups is imperfect and group size may be under-counted, but not over-counted. the estimator combines an mrds model with an n-mixture model to account for imperfect detection of individuals. the new mrds-nmix model requires the same data as an mrds model (independent detection histories, an estimate of distance to transect, and an estimate of group size), plus a second estimate of group size provided by the second observer. we extend the model to situations in which detection of individuals within groups declines with distance. we simulated 12 data sets and used bayesian methods to compare the performance of the new mrds-nmix model to an mrds model. abundance estimates generated by the mrds-nmix model exhibited minimal bias and nominal coverage levels. in contrast, mrds abundance estimates were biased low and exhibited poor coverage. many species of conservation interest reside in groups and could benefit from an estimator that better accounts for imperfect detection. furthermore, the ability to relax the assumption of perfect detection of individuals within detected groups may allow surveyors to re-allocate resources toward detection of new groups instead of extensive surveys of known groups. we believe the proposed estimator is feasible because the only additional field data required are a second estimate of group size."
ecological;age, covariates, left-truncation, right-censoring;bayesian inference on age-specific survival for censored and truncated data;"age-specific survival; bayesian inference; capture-recapture; recovery data; maximum likelihood";JOURNAL OF ANIMAL ECOLOGY;"COLCHERO F;CLARK JS";1. traditional estimation of age-specific survival and mortality rates in vertebrates is limited to individuals with known age. although this subject has been studied extensively using effective capturerecapture and capturerecovery models, inference remains challenging because of large numbers of incomplete records (i.e. unknown age of many individuals) and because of the inadequate duration of the studies. 2. here, we present a hierarchical model for capture-recapture/recovery (crr) data sets with large proportions of unknown times of birth and death. the model uses a bayesian framework to draw inference on population-level age-specific demographic rates using parametric survival functions and applies this information to reconstruct times of birth and death for individuals with unknown age. 3. we simulated a set of crr data sets with varying study span and proportions of individuals with known age, and varying recapture and recovery probabilities. we used these data sets to compare our method to a traditional crr model, which requires knowledge of individual ages. subsequently, we applied our method to a subset of a long-term crr data set on soay sheep. 4. our results show that this method performs better than the common crr model when sample sizes are low. still, our model is sensitive to the choice of priors with low recapture probability and short studies. in such cases, priors that overestimate survival perform better than those that underestimate it. also, the model was able to estimate accurately ages at death for soay sheep, with an average error of 0.94 years and to identify differences in mortality rate between sexes. 5. although many of the problems in the estimation of age-specific survival can be reduced through more efficient sampling schemes, most ecological data sets are still sparse and with a large proportion of missing records. thus, improved sampling needs still to be combined with statistical models capable of overcoming the unavoidable limitations of any fieldwork. we show that our approach provides reliable estimates of parameters and unknown times of birth and death even with the most incomplete data sets while being flexible enough to accommodate multiple recapture probabilities and covariates.
ecological;HMM, disease ecology;multistate capture-recapture analysis under imperfect state observation: an application to disease models;"capture-recapture; disease model; misclassification; multievent model; multistate model; transition probability; unobservable states";JOURNAL OF APPLIED ECOLOGY;"CONN PB;COOCH EG";multistate capture-recapture models are frequently used to estimate the survival and state transition parameters needed to parameterize stage-structured population models, tools that are important for conservation and management. typically, such models assume that all encountered individuals can be assigned to a particular state without error or ambiguity, a requirement which is difficult to meet in practice. model extensions to relax this assumption would increase the richness of ecological data sets available for estimating life-history and stage-transition parameters with multistate models. one relatively common analytical approach when confronted with ambiguity in state determination is to censor all encounters where the state of an animal cannot be ascertained. here, we present an alternative approach, which uses a hidden markov (or multievent) modelling framework that can incorporate data from encounters of unknown state. using simulation, we show that our approach leads to estimators of state-specific survival and transition probabilities that are more precise, and sometimes considerably so, than methods based on censoring. we demonstrate our approach using field data from a study of the dynamics of conjunctivitis in the house finch carpodacus mexicanus muller. a fundamental challenge in modelling disease dynamics involves the estimation of the rates of entry and exit from one or more disease states, which can be complicated when disease state is uncertain. we show that incorporating data from unknown states made substantial improvements to parameter precision. synthesis and applications. missing or incomplete records are an unfortunate but common feature of many ecological field studies, often diminishing the quality and quantity of data. our approach of treating state as a hidden markov process allows such records to be used, increasing the precision of survival and state transition parameters in multistate mark-recapture studies. our approach is more general than other approaches in the literature, and does not require specialized sampling designs or ancillary information to inform state assignment. we suggest that ecologists consider using this modelling approach instead of censoring records whenever state information is missing.
ecological;N-mixture;time-for-space substitution in n-mixture modeling and population monitoring;"hierarchical models; monitoring; population dynamics; population size; species decline; trend";JOURNAL OF WILDLIFE MANAGEMENT;"COSTA A;ONETO F;SALVIDIO S";"population size is a fundamental state variable in ecology, and the analysis of temporal variation in abundance (i.e., detection of trends) is a prime objective in wildlife monitoring. however, population abundance cannot be directly observed because part of the population remains undetected and methods that account for imperfect detection are often not used. capture-mark-recapture approaches give reliable estimates of abundance but are time- and effort-consuming. in the last decade, the application of hierarchical, or n-mixture, models that use repeated counts of unmarked animals seem to give great advantages in the estimation of population size. hierarchical models require repeated surveys at multiple sites, but sometimes only data obtained for a single site in successive years are available. we applied the time-for-space substitution implemented within the n-mixture modeling framework to estimate population size and evaluate the dynamics of the endangered european leaf-toed gecko (euleptes europaea) surveyed >20 years. we compared these results with capture-mark-recapture estimates obtained from the same population and over the same time period. estimates and trends were comparable and both methods indicated similar population declines; moreover, n-mixture modeling indicated temperature affected detection. therefore, the application of the time-for-space substitution in hierarchical modeling seems valuable and may be useful in species monitoring and conservation. (c) 2019 the wildlife society."
ecological;heterogeneity, N-mixture, assumptions;estimating abundance and population trends when detection is low and highly variable: a comparison of three methods for the hermann's tortoise;"abundance estimation; activity modeling; capturerecapture; distance sampling; hermann's tortoise; n-mixture; power analysis; radiotelemetry; testudo hermanni";JOURNAL OF WILDLIFE MANAGEMENT;"COUTURIER T;CHEYLAN M;BERTOLERO A;ASTRUC G;BESNARD A";assessing population trends is a basic prerequisite to carrying out adequate conservation strategies. selecting an appropriate method to monitor animal populations can be challenging, particularly for low-detection species such as reptiles. this study compares 3 detection-corrected abundance methods (capturerecapture, distance sampling, and n-mixture) used to assess population size of the threatened hermann's tortoise. we used a single dataset of 432 adult tortoise observations collected at 118 sampling sites in the plaine des maures, southeastern france. we also used a dataset of 520 tortoise observations based on radiotelemetry data collected from 10 adult females to estimate and model the availability (g0) needed for distance sampling. we evaluated bias for n-mixture and capturerecapture, by using simulations based on different values of detection probabilities. finally, we conducted a power analysis to estimate the ability of the 3 methods to detect changes in hermann's tortoise abundances. the abundance estimations we obtained using distance sampling and n-mixture models were respectively 1.75 and 2.19 times less than those obtained using the capturerecapture method. our results indicated that g0 was influenced by temperature variations and can differ for the same temperature on different days. simulations showed that the n-mixture models provide unstable estimations for species with detection probabilities <0.5, whereas capturerecapture estimations were unbiased. power analysis showed that none of the 3 methods were precise enough to detect slow population changes. we recommend that great care should be taken when implementing monitoring designs for species with large variation in activity rates and low detection probabilities. although n-mixture models are easy to implement, we would not recommend using them in situations where the detection probability is very low at the risk of providing biased estimates. among the 3 methods allowing estimation of tortoise abundances, capturerecapture should be preferred to assess population trends. (c) 2013 the wildlife society.
ecological;Reporting rates, migration, tag loss;estimating exploitation rates of migrating yellowtail flounder (limanda ferruginea) using multistate mark-recapture methods incorporating tag loss and variable reporting rates;NA;CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES;"COWEN L;WALSH SJ;SCHWARZ CJ;CADIGAN N;MORGAN J";multistate mark-recapture models can be used to model migration through stratification of the study area into states (location). however, the incorporation of both tag loss and reporting rates is new to the multistate paradigm. we develop a migration model for fish that incorporates tag loss and reporting rates but has as its primary purpose the modelling of exploitation and natural mortality rates. this model is applied to a 2000-2004 yellowtail flounder (limanda ferruginea) tagging study on the grand bank of newfoundland, canada. we found that exploitation rates varied over both location and years, ranging from 0.000 to 0.047. migration into the centre of the grand bank (state 2) was three times higher than migration out. the estimate of the instantaneous annual natural mortality rate was 0.256, which is equivalent to an annual survival rate of 0.880. we describe how these mortality estimates will be quite valuable in specifying an assessment model for this stock.
ecological;Batch marking;a comparison of abundance estimates from extended batch-marking and jolly-seber-type experiments;"abundance; batch mark; mark-recapture; open population";ECOLOGY AND EVOLUTION;"COWEN LLE;BESBEAS P;MORGAN BJT;SCHWARZ CJ";"little attention has been paid to the use of multi-sample batch-marking studies, as it is generally assumed that an individual's capture history is necessary for fully efficient estimates. however, recently, huggins etal. () present a pseudo-likelihood for a multi-sample batch-marking study where they used estimating equations to solve for survival and capture probabilities and then derived abundance estimates using a horvitz-thompson-type estimator. we have developed and maximized the likelihood for batch-marking studies. we use data simulated from a jolly-seber-type study and convert this to what would have been obtained from an extended batch-marking study. we compare our abundance estimates obtained from the crosbie-manly-arnason-schwarz (cmas) model with those of the extended batch-marking model to determine the efficiency of collecting and analyzing batch-marking data. we found that estimates of abundance were similar for all three estimators: cmas, huggins, and our likelihood. gains are made when using unique identifiers and employing the cmas model in terms of precision; however, the likelihood typically had lower mean square error than the pseudo-likelihood method of huggins etal. (). when faced with designing a batch-marking study, researchers can be confident in obtaining unbiased abundance estimators. furthermore, they can design studies in order to reduce mean square error by manipulating capture probabilities and sample size."
